Subject,Nativeness,Narrative,Reference,Referent_Name,Discourse,GTR1,Previous_Mention_Score,Saliency_Score,Competition_Score,Accessibility
29,1,7,4,White cat,Maintenance,Person agreement verb,3,1,0,4
29,1,7,5,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
29,1,7,6,White cat,Re-introduction,Bare noun,2,1,-2,1
29,1,7,7,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
29,1,7,8,Tom,Re-introduction,Bare noun,2,0,-2,0
29,1,7,9,Tom,Maintenance,Person agreement verb,3,1,0,4
29,1,7,10,Tom,Maintenance,Whole entity CL,3,1,0,4
29,1,7,11,Black cat,Re-introduction,Bare noun,2,1,-2,1
29,1,7,12,Tom,Re-introduction,Bare noun,2,2,-2,2
29,1,7,13,Black cat,Re-introduction,Whole entity CL,2,1,-2,1
29,1,7,14,Tom,Re-introduction,Noun CL,2,1,-2,1
29,1,7,15,Black cat,Re-introduction,Bare noun,2,1,-2,1
29,1,7,16,Black cat,Maintenance,Constructed action,3,1,0,4
29,1,7,17,Black cat,Maintenance,Constructed action,3,2,0,5
29,1,7,18,Black cat,Maintenance,Constructed action,3,2,0,5
29,1,7,19,Black cat,Maintenance,Person agreement verb,3,2,0,5
29,1,7,20,Black cat,Maintenance,Plain verb,3,2,0,5
29,1,7,21,Black cat,Maintenance,Constructed action,3,2,0,5
29,1,7,22,Black cat,Maintenance,Constructed action,3,2,0,5
29,1,7,23,Black cat,Maintenance,Constructed action,3,2,0,5
33,1,1,1,Jerry,Introduction,Bare noun,0,0,0,0
33,1,1,2,Tom,Introduction,Bare noun,0,0,-1,-1
33,1,1,3,Jerry,Re-introduction,Bare noun,2,1,-1,2
33,1,1,4,Jerry,Maintenance,Whole entity CL,3,1,0,4
33,1,1,5,Tom,Re-introduction,Bare noun,2,1,-1,2
33,1,1,6,Tom,Maintenance,Whole entity CL,3,1,0,4
33,1,1,7,Jerry,Re-introduction,Bare noun,2,1,-1,2
33,1,1,8,Tom,Re-introduction,Bare noun,2,1,-1,2
33,1,1,9,Tom,Maintenance,Plain verb,3,2,0,5
33,1,1,10,Tom,Maintenance,SASS - Tracing,3,2,0,5
33,1,10,1,Jerry,Introduction,Bare noun,1,0,0,1
33,1,10,2,Tom,Introduction,Bare noun,1,0,-1,0
33,1,10,3,Jerry,Re-introduction,Bare noun,2,1,-1,2
33,1,10,4,Tom,Re-introduction,Bare noun,2,1,-1,2
33,1,10,5,Tom,Maintenance,Plain verb,3,1,0,4
33,1,10,6,Tom,Maintenance,Constructed action,3,2,0,5
33,1,10,7,Tom,Maintenance,Person agreement verb,3,2,0,5
33,1,10,8,Tom,Maintenance,Plain verb,3,2,0,5
33,1,10,9,Tom,Maintenance,Plain verb,3,2,0,5
33,1,5,1,Jerry,Introduction,Point noun,1,0,0,1
33,1,5,2,Jerry,Maintenance,Plain verb,3,1,0,4
33,1,5,3,Tom,Introduction,Bare noun,1,0,-1,0
33,1,5,4,Rope,Introduction,Bare noun,0,0,-2,-2
33,1,5,5,Tom,Maintenance,Constructed action,2,1,0,3
33,1,5,6,Jerry,Re-introduction,Person agreement verb,2,1,-2,1
33,1,5,7,Tom,Re-introduction,Constructed action,2,1,-2,1
33,1,5,8,Tom,Maintenance,Constructed action,3,1,0,4
33,1,5,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
33,1,5,10,Jerry,Maintenance,Whole entity CL,3,1,0,4
33,1,5,11,Tom,Re-introduction,Constructed action,2,1,-2,1
33,1,5,12,Tom,Maintenance,Person agreement verb,3,1,0,4
33,1,5,13,Tom,Maintenance,Constructed action,3,1,0,4
33,1,5,14,Tom,Maintenance,Plain verb,3,2,0,5
33,1,6,1,Jerry,Introduction,Bare noun,1,0,0,1
33,1,6,2,Tom,Introduction,Bare noun,1,0,-1,0
33,1,6,3,Tom,Maintenance,Constructed action,3,1,0,4
33,1,6,4,Jerry,Re-introduction,Plain verb,2,1,-1,2
33,1,6,5,Tom,Re-introduction,Constructed action,2,1,-1,2
33,1,6,6,Tom,Maintenance,Plain verb,3,2,0,5
33,1,6,7,Tom,Maintenance,Constructed action,3,2,0,5
33,1,6,8,Tom,Maintenance,Constructed action,3,2,0,5
33,1,6,9,Tom,Maintenance,Constructed action,3,2,0,5
33,1,6,10,Tom,Maintenance,Constructed action,3,2,0,5
33,1,6,11,Jerry,Re-introduction,Point noun,2,0,-1,1
33,1,6,12,Tom,Re-introduction,Person agreement verb,2,2,-1,3
33,1,2,1,White cat,Introduction,Bare noun,0,0,0,0
33,1,2,2,Tom,Introduction,Bare noun,1,0,-1,0
33,1,2,3,Tom,Maintenance,Constructed action,3,1,0,4
33,1,2,4,Fish,Introduction,Bare noun,0,0,-2,-2
33,1,2,5,Tom,Maintenance,Constructed action,2,1,0,3
33,1,2,6,White cat,Re-introduction,Bare noun,2,0,-2,0
33,1,2,7,Tom,Re-introduction,Constructed action,2,1,-2,1
33,1,2,8,White cat,Re-introduction,Bare noun,2,1,-2,1
33,1,3,1,Stairs,Introduction,Bare noun,0,0,0,0
33,1,3,2,Jerry,Introduction,Point noun,0,0,-1,-1
33,1,3,3,Tom,Introduction,Bare noun,1,0,-2,-1
33,1,3,4,Carpet,Introduction,Whole entity CL,0,0,-2,-2
33,1,3,5,Piano,Introduction,Point noun,0,0,-2,-2
33,1,3,6,Jerry,Re-introduction,Bare noun,2,1,-2,1
33,1,3,7,Jerry,Maintenance,Plain verb,3,1,0,4
33,1,3,8,Tom,Re-introduction,Bare noun,2,0,-2,0
33,1,3,9,Tom,Maintenance,Constructed action,3,1,0,4
33,1,3,10,Jerry,Re-introduction,Noun CL,2,1,-2,1
33,1,3,11,Tom,Re-introduction,Bare noun,2,1,-2,1
33,1,4,1,Toy girl,Introduction,Bare noun,0,0,0,0
33,1,4,2,Tom,Introduction,Point noun,1,0,-1,0
33,1,4,3,Tom,Maintenance,Plain verb,3,1,0,4
33,1,4,4,Tom,Maintenance,Constructed action,3,1,0,4
33,1,4,5,Tom,Maintenance,Constructed action,3,2,0,5
33,1,4,6,Tom,Maintenance,Constructed action,3,2,0,5
33,1,4,7,Tom,Maintenance,Plain verb,3,2,0,5
33,1,8,1,Tom,Introduction,Bare noun,1,0,0,1
33,1,8,2,Jerry,Introduction,Bare noun,0,0,-1,-1
33,1,8,3,Tom,Re-introduction,Constructed action,2,1,-1,2
33,1,8,4,Tom,Maintenance,Plain verb,3,1,0,4
33,1,8,5,Thermometer,Introduction,Bare noun,0,0,-2,-2
33,1,8,6,Jerry,Re-introduction,Person agreement verb,2,1,-2,1
33,1,8,7,Jerry,Maintenance,Plain verb,3,1,0,4
33,1,8,8,Tom,Re-introduction,Bare noun,2,1,-2,1
33,1,8,9,Tom,Maintenance,Plain verb,3,1,0,4
33,1,8,10,Tom,Maintenance,Plain verb,3,1,0,4
33,1,8,11,Tom,Maintenance,Plain verb,3,2,0,5
33,1,9,1,Jerry,Introduction,Bare noun,1,0,0,1
33,1,9,2,Tom,Introduction,Bare noun,1,0,-1,0
33,1,9,3,Jerry,Re-introduction,Bare noun,2,1,-1,2
33,1,9,4,Hat,Introduction,Bare noun,0,0,-2,-2
33,1,9,5,Jerry,Maintenance,Constructed action,2,1,0,3
33,1,9,6,Needle,Introduction,Bare noun,0,0,-2,-2
33,1,9,7,Tom,Re-introduction,Constructed action,2,0,-2,0
33,1,9,8,Jerry,Re-introduction,Constructed action,2,1,-2,1
33,1,9,9,Jerry,Maintenance,Plain verb,3,1,0,4
33,1,9,10,Jerry,Maintenance,Body part CL,3,1,0,4
33,1,9,11,Tom,Re-introduction,Bare noun,2,1,-2,1
33,1,9,12,Jerry,Re-introduction,Bare noun,2,2,-2,2
33,1,7,1,Black cat,Introduction,Bare noun,0,0,0,0
33,1,7,2,Tom,Introduction,Bare noun,1,0,-1,0
33,1,7,3,Tom,Maintenance,Plain verb,3,1,0,4
33,1,7,4,Tom,Maintenance,Constructed action,3,1,0,4
33,1,7,5,White cat,Introduction,Bare noun,0,0,-2,-2
33,1,7,6,Black cat,Re-introduction,Bare noun,2,0,-2,0
33,1,7,7,Tom,Re-introduction,Whole entity CL,2,1,-2,1
33,1,7,8,Black cat,Re-introduction,Person agreement verb,2,1,-2,1
33,1,7,9,Tom,Re-introduction,Whole entity CL,2,1,-2,1
33,1,7,10,Tom,Maintenance,Person agreement verb,3,1,0,4
33,1,7,11,Tom,Maintenance,Person agreement verb,3,2,0,5
32,0,1,1,Jerry,Introduction,Bare noun,0,0,0,0
32,0,1,2,Tunnel,Introduction,SASS - Static,0,0,-1,-1
32,0,1,3,Tom,Introduction,Bare noun,0,0,-2,-2
32,0,1,4,Tom,Maintenance,Constructed action,3,1,0,4
32,0,1,5,Tom,Maintenance,Constructed action,3,1,0,4
32,0,1,6,Tom,Maintenance,Constructed action,3,2,0,5
32,0,1,7,Jerry,Re-introduction,Bare noun,2,0,-2,0
32,0,1,8,Jerry,Re-introduction,Bare noun,3,1,-2,2
32,0,10,1,Jerry,Introduction,Bare noun,1,0,0,1
32,0,10,2,Nest,Introduction,SASS - Tracing,0,0,-1,-1
32,0,10,3,Tom,Introduction,Point noun,1,0,-2,-1
32,0,10,4,Jerry,Re-introduction,Bare noun,2,1,-2,1
32,0,10,5,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,10,6,Jerry,Re-introduction,Bare noun,2,1,-2,1
32,0,10,7,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,10,8,Tom,Maintenance,Constructed action,3,1,0,4
32,0,10,9,Tom,Maintenance,Person agreement verb,3,2,0,5
32,0,10,10,Tom,Maintenance,Constructed action,3,2,0,5
32,0,10,11,Tom,Maintenance,Plain verb,3,2,0,5
32,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
32,0,5,2,Tom,Maintenance,Constructed action,3,1,0,4
32,0,5,3,Couch,Introduction,Bare noun,0,0,-1,-1
32,0,5,4,Rope,Introduction,Noun CL,0,0,-2,-2
32,0,5,5,Tom,Maintenance,Constructed action,2,1,0,3
32,0,5,6,Soap,Introduction,Bare noun,0,0,-2,-2
32,0,5,7,Jerry,Re-introduction,Bare noun,1,0,-2,-1
32,0,5,8,Jerry,Maintenance,Whole entity CL,3,1,0,4
32,0,5,9,Tom,Re-introduction,Bare noun,2,1,-2,1
32,0,5,10,Tom,Maintenance,Constructed action,3,1,0,4
32,0,5,11,Trap,Introduction,Bare noun,0,0,-2,-2
32,0,5,12,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,5,13,Tom,Maintenance,Plain verb,3,2,0,5
32,0,6,1,Jerry,Introduction,Bare noun,1,0,0,1
32,0,6,2,Tom,Introduction,Bare noun,1,0,-1,0
32,0,6,3,Jerry,Re-introduction,Bare noun,2,1,-1,2
32,0,6,4,Tom,Re-introduction,Bare noun,2,1,-1,2
32,0,6,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
32,0,6,6,Tom,Re-introduction,Bare noun,2,1,-1,2
32,0,6,7,Tom,Maintenance,Constructed action,3,1,0,4
32,0,6,8,Tom,Maintenance,Constructed action,3,2,0,5
32,0,6,9,Tom,Maintenance,Constructed action,3,2,0,5
32,0,6,10,Mirror,Introduction,Bare noun,0,0,-2,-2
32,0,6,11,Tom,Maintenance,Constructed action,2,2,0,4
32,0,6,12,Tom,Maintenance,Plain verb,3,2,0,5
32,0,6,13,Jerry,Re-introduction,Bare noun,2,0,-2,0
32,0,2,1,White cat,Introduction,Point noun,0,0,0,0
32,0,2,2,White cat,Maintenance,Bare noun,3,1,0,4
32,0,2,3,Tom,Introduction,Bare noun,1,0,-1,0
32,0,2,4,Tom,Maintenance,Body part CL,3,1,0,4
32,0,2,5,White cat,Re-introduction,Bare noun,2,1,-1,2
32,0,2,6,Fish,Introduction,Bare noun,0,0,-2,-2
32,0,2,7,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,2,8,White cat,Re-introduction,Bare noun,2,1,-2,1
32,0,2,9,White cat,Maintenance,Plain verb,3,1,0,4
32,0,2,10,Bird,Introduction,Bare noun,0,0,-2,-2
32,0,2,11,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,2,12,White cat,Re-introduction,Bare noun,2,1,-2,1
32,0,2,13,Tom,Re-introduction,Bare noun,2,1,-2,1
32,0,2,14,Tom,Maintenance,Constructed action,3,1,0,4
32,0,3,1,Stairs,Introduction,Point noun,0,0,0,0
32,0,3,2,Jerry,Introduction,Bare noun,0,0,-1,-1
32,0,3,3,Tom,Introduction,Bare noun,1,0,-2,-1
32,0,3,4,Jerry,Re-introduction,Bare noun,2,1,-2,1
32,0,3,5,Jerry,Maintenance,Body part CL,3,1,0,4
32,0,3,6,Tom,Re-introduction,Constructed action,2,1,-2,1
32,0,3,7,Piano,Introduction,Noun CL,0,0,-2,-2
32,0,3,8,Jerry,Re-introduction,Bare noun,2,1,-2,1
32,0,3,9,Tom,Re-introduction,Bare noun,2,1,-2,1
32,0,3,10,Tom,Maintenance,Constructed action,3,1,0,4
32,0,3,11,Piano,Re-introduction,Noun CL,2,1,-2,1
32,0,3,12,Piano,Maintenance,Whole entity CL,3,1,0,4
32,0,3,13,Door,Introduction,Bare noun,0,0,-2,-2
32,0,3,14,Tom,Re-introduction,Whole entity CL,2,1,-2,1
32,0,3,15,Tom,Maintenance,Body part CL,3,1,0,4
32,0,4,1,Jerry,Introduction,Bare noun,1,0,0,1
32,0,4,2,Toy girl,Introduction,Bare noun,0,0,-1,-1
32,0,4,3,Toy girl,Maintenance,Constructed action,3,1,0,4
32,0,4,4,Toy house,Introduction,SASS - Tracing,0,0,-2,-2
32,0,4,5,Toy girl,Maintenance,Whole entity CL,2,1,0,3
32,0,4,6,Tom,Introduction,Bare noun,1,0,-2,-1
32,0,4,7,Jerry,Re-introduction,Bare noun,2,0,-2,0
32,0,4,8,Jerry,Maintenance,Whole entity CL,3,1,0,4
32,0,4,9,Jerry,Maintenance,Whole entity CL,3,1,0,4
32,0,4,10,Jerry,Maintenance,Plain verb,3,2,0,5
32,0,4,11,Tom,Re-introduction,Point noun,2,0,-2,0
32,0,4,12,Tom,Maintenance,Constructed action,3,1,0,4
32,0,4,13,Tom,Maintenance,Constructed action,3,1,0,4
32,0,4,14,Tom,Maintenance,Constructed action,3,2,0,5
32,0,8,1,Tom,Introduction,Bare noun,1,0,0,1
32,0,8,2,Tom,Maintenance,Plain verb,3,1,0,4
32,0,8,3,Jerry,Introduction,Constructed action,1,0,-1,0
32,0,8,4,Hammer,Introduction,Bare noun,0,0,-2,-2
32,0,8,5,Jerry,Maintenance,Constructed action,2,1,0,3
32,0,8,6,Tom,Re-introduction,Body part CL,2,1,-2,1
32,0,8,7,Thermometer,Introduction,Bare noun,0,0,-2,-2
32,0,8,8,Tom,Maintenance,Constructed action,2,1,0,3
32,0,8,9,Tom,Maintenance,Plain verb,3,1,0,4
32,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
32,0,9,2,Jerry,Introduction,Bare noun,1,0,-1,0
32,0,9,3,Jerry,Maintenance,Plain verb,3,1,0,4
32,0,9,4,Needle,Introduction,Bare noun,0,0,-2,-2
32,0,9,5,Jerry,Re-introduction,Constructed action,2,1,-2,1
32,0,9,6,Jerry,Maintenance,Constructed action,3,2,0,5
32,0,9,7,Tom,Re-introduction,Constructed action,2,0,-2,0
32,0,9,8,Tom,Maintenance,Body part CL,3,1,0,4
32,0,9,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
32,0,9,10,Tom,Re-introduction,Whole entity CL,2,1,-2,1
32,0,7,1,White cat,Introduction,Bare noun,0,0,0,0
32,0,7,2,Tom,Introduction,Noun CL,1,0,-1,0
32,0,7,3,White cat,Re-introduction,Bare noun,2,1,-1,2
32,0,7,4,Tom,Re-introduction,Bare noun,2,1,-1,2
32,0,7,5,White cat,Re-introduction,Bare noun,2,1,-1,2
32,0,7,6,Tom,Re-introduction,Bare noun,2,1,-1,2
32,0,7,7,White cat,Re-introduction,Whole entity CL,2,1,-1,2
32,0,7,8,Tom,Re-introduction,Person agreement verb,2,1,-1,2
32,0,7,9,White cat,Re-introduction,Whole entity CL,2,1,-1,2
32,0,7,10,Tom,Re-introduction,Person agreement verb,2,1,-1,2
32,0,7,11,White cat,Re-introduction,Whole entity CL,2,1,-1,2
32,0,7,12,Tom,Re-introduction,Bare noun,2,1,-1,2
32,0,7,13,White cat,Re-introduction,Bare noun,2,1,-1,2
4,0,8,1,Tom,Introduction,Bare noun,0,0,0,0
4,0,8,2,Tom,Maintenance,Plain verb,3,1,0,4
4,0,8,3,Jerry,Introduction,Bare noun,0,0,-1,-1
4,0,8,4,Jerry,Maintenance,Person agreement verb,3,1,0,4
4,0,8,5,Jerry,Maintenance,Person agreement verb,3,1,0,4
4,0,8,6,Jerry,Maintenance,Person agreement verb,3,2,0,5
4,0,8,7,Tom,Re-introduction,Constructed action,2,0,-1,1
4,0,8,8,Thermometer,Introduction,Point noun,0,0,-2,-2
4,0,8,9,Jerry,Re-introduction,Pronoun,2,1,-2,1
4,0,8,10,Tom,Re-introduction,Pronoun,2,1,-2,1
4,0,8,11,Jerry,Re-introduction,Point noun,2,1,-2,1
4,0,8,12,Jerry,Maintenance,Plain verb,3,1,0,4
4,0,8,13,Jerry,Maintenance,Plain verb,3,2,0,5
4,0,9,1,Tom,Introduction,Bare noun,1,0,0,1
4,0,9,2,Jerry,Introduction,Point noun,1,0,-1,0
4,0,9,3,Jerry,Maintenance,Bare noun,3,1,0,4
4,0,9,4,Tom,Re-introduction,Bare noun,2,1,-1,2
4,0,9,5,Tom,Maintenance,Bare noun,3,1,0,4
4,0,9,6,Tom,Maintenance,Bare noun,3,1,0,4
4,0,9,7,Jerry,Re-introduction,Bare noun,2,1,-1,2
4,0,9,8,Jerry,Maintenance,Plain verb,3,1,0,4
4,0,9,9,Jerry,Maintenance,Bare noun,3,1,0,4
4,0,9,10,Tom,Re-introduction,Point noun,2,1,-1,2
4,0,9,11,Hat,Introduction,Bare noun,0,0,-2,-2
4,0,9,12,Jerry,Re-introduction,Person agreement verb,2,1,-2,1
4,0,9,13,Jerry,Maintenance,Plain verb,3,1,0,4
4,0,9,14,Jerry,Maintenance,Person agreement verb,3,1,0,4
4,0,9,15,Tom,Re-introduction,Bare noun,2,0,-2,0
4,0,9,16,Jerry,Re-introduction,Bare noun,2,2,-2,2
4,0,9,17,Jerry,Maintenance,Person agreement verb,3,2,0,5
4,0,9,18,Tom,Re-introduction,Point noun,2,1,-2,1
4,0,9,19,Tom,Maintenance,Whole entity CL,3,1,0,4
4,0,9,20,Tom,Maintenance,Plain verb,3,1,0,4
4,0,7,1,Black cat,Introduction,Bare noun,0,0,0,0
4,0,7,2,White cat,Introduction,Bare noun,0,0,-1,-1
4,0,7,3,Tom,Introduction,Bare noun,1,0,-2,-1
4,0,7,4,White cat,Re-introduction,Bare noun,2,1,-2,1
4,0,7,5,White cat,Maintenance,Body part CL,3,1,0,4
4,0,7,6,White cat,Maintenance,Person agreement verb,3,2,0,5
4,0,7,7,Black cat,Re-introduction,Bare noun,2,0,-2,0
4,0,7,8,Tom,Re-introduction,Bare noun,2,0,-2,0
4,0,7,9,White cat,Re-introduction,Pronoun,2,1,-2,1
4,0,7,10,White cat,Maintenance,Plain verb,3,1,0,4
4,0,7,11,Black cat,Re-introduction,Bare noun,2,1,-2,1
4,0,7,12,Black cat,Maintenance,Whole entity CL,3,1,0,4
4,0,7,13,White cat,Re-introduction,Bare noun,2,1,-2,1
4,0,7,14,White cat,Maintenance,Constructed action,3,1,0,4
4,0,7,15,Black cat,Re-introduction,Bare noun,2,1,-2,1
4,0,7,16,Tom,Re-introduction,Bare noun,2,0,-2,0
4,0,7,17,Tom,Maintenance,Person agreement verb,3,1,0,4
4,0,7,18,Tom,Maintenance,Person agreement verb,3,1,0,4
4,0,7,19,White cat,Re-introduction,Point noun,2,0,-2,0
4,0,7,20,White cat,Maintenance,Whole entity CL,3,1,0,4
4,0,7,21,Black cat,Re-introduction,Bare noun,2,0,-2,0
4,0,7,22,Black cat,Maintenance,Constructed action,3,1,0,4
4,0,7,23,Tom,Re-introduction,Point noun,2,0,-2,0
4,0,7,24,Tom,Maintenance,Person agreement verb,3,1,0,4
4,0,7,25,Tom,Maintenance,Body part CL,3,1,0,4
4,0,1,1,Jerry,Introduction,Point noun,0,0,0,0
4,0,1,2,Tom,Introduction,Point noun,0,0,-1,-1
4,0,1,3,Tom,Maintenance,Point noun,3,1,0,4
4,0,1,4,Tom,Maintenance,Body part CL,3,1,0,4
4,0,1,5,Jerry,Re-introduction,Bare noun,2,1,-1,2
4,0,1,6,Jerry,Maintenance,Person agreement verb,3,1,0,4
4,0,1,7,Tom,Re-introduction,Bare noun,2,1,-1,2
4,0,1,8,Tom,Maintenance,Person agreement verb,3,1,0,4
4,0,1,9,Tunnel,Introduction,SASS - Static,0,0,-2,-2
4,0,1,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,1,11,Tom,Re-introduction,Point noun,2,1,-2,1
4,0,1,12,Tom,Maintenance,Point noun,3,1,0,4
4,0,1,13,Tom,Maintenance,Whole entity CL,3,1,0,4
4,0,1,14,Tom,Maintenance,Whole entity CL,3,2,0,5
4,0,1,15,Tom,Maintenance,Whole entity CL,3,2,0,5
4,0,1,16,Jerry,Re-introduction,Bare noun,2,0,-2,0
4,0,1,17,Tom,Re-introduction,Point noun,2,2,-2,2
4,0,1,18,Tom,Maintenance,Whole entity CL,3,2,0,5
4,0,1,19,Tom,Maintenance,SASS - Static,3,2,0,5
4,0,1,20,Tom,Maintenance,SASS - Static,3,2,0,5
4,0,1,21,Jerry,Re-introduction,Bare noun,2,0,-2,0
4,0,1,22,Tom,Re-introduction,Bare noun,2,2,-2,2
4,0,1,23,Tom,Maintenance,Constructed action,3,2,0,5
4,0,1,24,Tom,Maintenance,Plain verb,3,2,0,5
4,0,1,25,Tom,Maintenance,SASS - Tracing,3,2,0,5
4,0,10,1,Tom,Introduction,Bare noun,1,0,0,1
4,0,10,2,Nest,Introduction,Bare noun,0,0,-1,-1
4,0,10,3,Jerry,Introduction,Bare noun,1,0,-2,-1
4,0,10,4,Jerry,Maintenance,Whole entity CL,3,1,0,4
4,0,10,5,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,10,6,Tom,Maintenance,Plain verb,3,1,0,4
4,0,10,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,10,8,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,10,9,Tom,Maintenance,Constructed action,3,2,0,5
4,0,10,10,Tom,Maintenance,Person agreement verb,3,2,0,5
4,0,10,11,Tom,Maintenance,Constructed action,3,2,0,5
4,0,10,12,Tom,Maintenance,Person agreement verb,3,2,0,5
4,0,10,13,Tom,Maintenance,Plain verb,3,2,0,5
4,0,5,1,Tom,Introduction,Bare noun,1,0,0,1
4,0,5,2,Tom,Maintenance,Plain verb,3,1,0,4
4,0,5,3,Jerry,Introduction,Bare noun,1,0,-1,0
4,0,5,4,Couch,Introduction,Bare noun,0,0,-2,-2
4,0,5,5,Jerry,Re-introduction,Whole entity CL,2,1,-2,1
4,0,5,6,Jerry,Maintenance,Plain verb,3,1,0,4
4,0,5,7,Jerry,Maintenance,Constructed action,3,2,0,5
4,0,5,8,Rope,Introduction,Bare noun,0,0,-2,-2
4,0,5,9,Tom,Re-introduction,Constructed action,2,0,-2,0
4,0,5,10,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,5,11,Soap,Introduction,Bare noun,0,0,-2,-2
4,0,5,12,Jerry,Maintenance,Constructed action,2,1,0,3
4,0,5,13,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,5,14,Tom,Maintenance,Constructed action,3,1,0,4
4,0,5,15,Jerry,Re-introduction,Person agreement verb,2,1,-2,1
4,0,5,16,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,5,17,Jerry,Re-introduction,Constructed action,2,1,-2,1
4,0,5,18,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,5,19,Tom,Maintenance,Whole entity CL,3,1,0,4
4,0,5,20,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,5,21,Jerry,Maintenance,Constructed action,3,1,0,4
4,0,5,22,Trap,Introduction,Bare noun,0,0,-2,-2
4,0,5,23,Jerry,Maintenance,Body part CL,2,1,0,3
4,0,5,24,Trap,Re-introduction,Bare noun,2,1,-2,1
4,0,5,25,Tom,Re-introduction,Constructed action,2,0,-2,0
4,0,5,26,Tom,Maintenance,Person agreement verb,3,1,0,4
4,0,6,1,Tom,Introduction,Bare noun,1,0,0,1
4,0,6,2,Jerry,Introduction,Bare noun,1,0,-1,0
4,0,6,3,Tom,Re-introduction,Point noun,2,1,-1,2
4,0,6,4,Tom,Maintenance,Bare noun,3,1,0,4
4,0,6,5,Jerry,Re-introduction,Plain verb,2,1,-1,2
4,0,6,6,Jerry,Maintenance,Plain verb,3,1,0,4
4,0,6,7,Tom,Re-introduction,Bare noun,2,1,-1,2
4,0,6,8,Tom,Maintenance,Constructed action,3,1,0,4
4,0,6,9,Tom,Maintenance,Plain verb,3,1,0,4
4,0,6,10,Tom,Maintenance,Constructed action,3,2,0,5
4,0,6,11,Tom,Maintenance,Constructed action,3,2,0,5
4,0,6,12,Tom,Maintenance,Person agreement verb,3,2,0,5
4,0,6,13,Tom,Maintenance,Constructed action,3,2,0,5
4,0,6,14,Tom,Maintenance,Plain verb,3,2,0,5
4,0,6,15,Tom,Maintenance,Constructed action,3,2,0,5
4,0,6,16,Jerry,Re-introduction,Point noun,2,0,-1,1
4,0,6,17,Jerry,Maintenance,Person agreement verb,3,1,0,4
4,0,2,1,Tom,Introduction,Bare noun,1,0,0,1
4,0,2,2,White cat,Introduction,Point noun,0,0,-1,-1
4,0,2,3,Tom,Re-introduction,Bare noun,2,1,-1,2
4,0,2,4,Tom,Maintenance,Constructed action,3,1,0,4
4,0,2,5,White cat,Re-introduction,Point noun,2,1,-1,2
4,0,2,6,Tom,Re-introduction,Bare noun,2,1,-1,2
4,0,2,7,Tom,Maintenance,Constructed action,3,2,0,5
4,0,2,8,Tom,Maintenance,Plain verb,3,2,0,5
4,0,2,9,White cat,Re-introduction,Point noun,2,1,-1,2
4,0,2,10,Tom,Re-introduction,Point noun,2,2,-1,3
4,0,2,11,Fish,Introduction,Bare noun,0,0,-2,-2
4,0,2,12,White cat,Re-introduction,Constructed action,2,1,-2,1
4,0,2,13,Tom,Re-introduction,Pronoun,2,1,-2,1
4,0,2,14,White cat,Re-introduction,Pronoun,2,1,-2,1
4,0,2,15,Bird,Introduction,Bare noun,0,0,-2,-2
4,0,2,16,Tom,Re-introduction,Constructed action,2,1,-2,1
4,0,2,17,White cat,Re-introduction,Pronoun,2,1,-2,1
4,0,2,18,Tom,Re-introduction,Constructed action,2,1,-2,1
4,0,2,19,Tom,Maintenance,Constructed action,3,1,0,4
4,0,3,1,Jerry,Introduction,Bare noun,0,0,0,0
4,0,3,2,Tom,Introduction,Bare noun,1,0,-1,0
4,0,3,3,Jerry,Re-introduction,Bare noun,2,1,-1,2
4,0,3,4,Carpet,Introduction,Fingerspelled noun,0,0,-2,-2
4,0,3,5,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,3,6,Tom,Re-introduction,Point noun,2,1,-2,1
4,0,3,7,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,3,8,Tom,Re-introduction,Constructed action,2,1,-2,1
4,0,3,9,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,3,10,Piano,Introduction,Bare noun,0,0,-2,-2
4,0,3,11,Tom,Re-introduction,Bare noun,2,1,-2,1
4,0,3,12,Jerry,Re-introduction,Bare noun,2,1,-2,1
4,0,3,13,Jerry,Maintenance,Point noun,3,1,0,4
